,year,region,location,adm,prim_0,sec_0
306,2021,Paraíba,Total,Federal,6.6,12.8
307,2021,Paraíba,Urbana,Federal,6.6,12.3
308,2021,Paraíba,Rural,Federal,--,39.7
309,2021,Paraíba,Total,Estadual,30.6,36
310,2021,Paraíba,Urbana,Estadual,30.3,35.8
311,2021,Paraíba,Rural,Estadual,33,40.1
312,2021,Paraíba,Total,Municipal,21.5,63.4
313,2021,Paraíba,Urbana,Municipal,22.4,61.8
314,2021,Paraíba,Rural,Municipal,18.2,73.2
315,2021,Paraíba,Total,Privada,7.2,5.8
316,2021,Paraíba,Urbana,Privada,7.2,5.8
317,2021,Paraíba,Rural,Privada,14.3,--
318,2021,Paraíba,Total,Pública,23,34.7
319,2021,Paraíba,Urbana,Pública,23.9,34.4
320,2021,Paraíba,Rural,Pública,19.5,40.3
321,2021,Pernambuco,Total,Total,16.3,21.8
322,2021,Pernambuco,Urbana,Total,16.3,21.2
323,2021,Pernambuco,Rural,Total,16.5,29.5
324,2021,Pernambuco,Total,Federal,9.5,24.9
325,2021,Pernambuco,Urbana,Federal,9.5,22
326,2021,Pernambuco,Rural,Federal,--,32.8
327,2021,Pernambuco,Total,Estadual,23.3,23.3
328,2021,Pernambuco,Urbana,Estadual,23,22.9
329,2021,Pernambuco,Rural,Estadual,25.6,29.2
330,2021,Pernambuco,Total,Municipal,18.2,41.6
331,2021,Pernambuco,Urbana,Municipal,19.1,--
332,2021,Pernambuco,Rural,Municipal,15.7,41.6
333,2021,Pernambuco,Total,Privada,7.4,7.2
334,2021,Pernambuco,Urbana,Privada,7.4,7.2
335,2021,Pernambuco,Rural,Privada,12.3,13.9
336,2021,Pernambuco,Total,Pública,18.9,23.4
337,2021,Pernambuco,Urbana,Pública,19.7,22.9
338,2021,Pernambuco,Rural,Pública,16.5,29.7
339,2021,Alagoas,Total,Total,17.5,30
340,2021,Alagoas,Urbana,Total,17.9,30
341,2021,Alagoas,Rural,Total,16,29.9
342,2021,Alagoas,Total,Federal,--,28.1
343,2021,Alagoas,Urbana,Federal,--,28.1
344,2021,Alagoas,Total,Estadual,27.1,33.5
345,2021,Alagoas,Urbana,Estadual,27.5,33.7
346,2021,Alagoas,Rural,Estadual,19.2,30
347,2021,Alagoas,Total,Municipal,18.8,--
348,2021,Alagoas,Urbana,Municipal,20.1,--
349,2021,Alagoas,Rural,Municipal,16,--
350,2021,Alagoas,Total,Privada,6.2,8.1
351,2021,Alagoas,Urbana,Privada,6.2,8.1
352,2021,Alagoas,Rural,Privada,7.4,13.8
353,2021,Alagoas,Total,Pública,19.8,33
354,2021,Alagoas,Urbana,Pública,21.3,33.2
355,2021,Alagoas,Rural,Pública,16.1,30
356,2021,Sergipe,Total,Total,22.7,38.3
357,2021,Sergipe,Urbana,Total,21.9,38
358,2021,Sergipe,Rural,Total,25.3,42.9
359,2021,Sergipe,Total,Federal,7.6,25.1
360,2021,Sergipe,Urbana,Federal,7.6,22.4
361,2021,Sergipe,Rural,Federal,--,28.9
362,2021,Sergipe,Total,Estadual,30.4,44.2
363,2021,Sergipe,Urbana,Estadual,30.4,44.1
364,2021,Sergipe,Rural,Estadual,28.8,46.4
365,2021,Sergipe,Total,Municipal,26.6,--
366,2021,Sergipe,Urbana,Municipal,27.3,--
367,2021,Sergipe,Rural,Municipal,25.5,--
368,2021,Sergipe,Total,Privada,5.1,7.6
369,2021,Sergipe,Urbana,Privada,5.1,7.6
370,2021,Sergipe,Rural,Privada,5.7,--
371,2021,Sergipe,Total,Pública,27.6,43.6
372,2021,Sergipe,Urbana,Pública,28.4,43.6
373,2021,Sergipe,Rural,Pública,25.6,42.9
374,2021,Bahia,Total,Total,23.6,47.1
375,2021,Bahia,Urbana,Total,22.9,46.9
376,2021,Bahia,Rural,Total,25.4,49.5
377,2021,Bahia,Total,Federal,19.3,52.6
378,2021,Bahia,Urbana,Federal,19.3,55.6
379,2021,Bahia,Rural,Federal,--,15.2
380,2021,Bahia,Total,Estadual,41.3,50.9
381,2021,Bahia,Urbana,Estadual,41.4,50.8
382,2021,Bahia,Rural,Estadual,40.6,51.8
383,2021,Bahia,Total,Municipal,25.5,49.5
384,2021,Bahia,Urbana,Municipal,25.6,48.5
385,2021,Bahia,Rural,Municipal,25.4,49.8
386,2021,Bahia,Total,Privada,7.7,10
387,2021,Bahia,Urbana,Privada,7.5,8.6
388,2021,Bahia,Rural,Privada,15.5,31.9
389,2021,Bahia,Total,Pública,26.6,50.9
390,2021,Bahia,Urbana,Pública,27,50.9
391,2021,Bahia,Rural,Pública,25.5,50.9
392,2021,Minas Gerais,Total,Total,8.6,19.9
393,2021,Minas Gerais,Urbana,Total,8.6,19.8
394,2021,Minas Gerais,Rural,Total,8.5,21.3
395,2021,Minas Gerais,Total,Federal,13.5,17.8
396,2021,Minas Gerais,Urbana,Federal,13.5,18.5
397,2021,Minas Gerais,Rural,Federal,--,15.6
398,2021,Minas Gerais,Total,Estadual,11.6,21.7
399,2021,Minas Gerais,Urbana,Estadual,11.6,21.7
400,2021,Minas Gerais,Rural,Estadual,12,23.7
401,2021,Minas Gerais,Total,Municipal,7.7,15
402,2021,Minas Gerais,Urbana,Municipal,7.7,14.7
403,2021,Minas Gerais,Rural,Municipal,7.5,23.5
404,2021,Minas Gerais,Total,Privada,2.5,6.5
405,2021,Minas Gerais,Urbana,Privada,2.4,6.2
406,2021,Minas Gerais,Rural,Privada,12.7,21.4
407,2021,Minas Gerais,Total,Pública,9.5,21.5
408,2021,Minas Gerais,Urbana,Pública,9.6,21.5
409,2021,Minas Gerais,Rural,Pública,8.5,21.3
410,2021,Espírito Santo,Total,Total,14.8,24.1
411,2021,Espírito Santo,Urbana,Total,14.8,24.1
412,2021,Espírito Santo,Rural,Total,14.8,22.7
413,2021,Espírito Santo,Total,Federal,--,23.1
414,2021,Espírito Santo,Urbana,Federal,--,22.7
415,2021,Espírito Santo,Rural,Federal,--,24.8
416,2021,Espírito Santo,Total,Estadual,21,26.4
417,2021,Espírito Santo,Urbana,Estadual,21.5,26.5
418,2021,Espírito Santo,Rural,Estadual,14.8,22.4
419,2021,Espírito Santo,Total,Municipal,15.2,22.1
420,2021,Espírito Santo,Urbana,Municipal,15.2,--
421,2021,Espírito Santo,Rural,Municipal,14.6,22.1
422,2021,Espírito Santo,Total,Privada,2.4,7
423,2021,Espírito Santo,Urbana,Privada,2.2,5.8
424,2021,Espírito Santo,Rural,Privada,25.8,20.1
425,2021,Espírito Santo,Total,Pública,16.5,26.1
426,2021,Espírito Santo,Urbana,Pública,16.7,26.2
427,2021,Espírito Santo,Rural,Pública,14.6,23.3
428,2021,Rio de Janeiro,Total,Total,18.6,31.6
429,2021,Rio de Janeiro,Urbana,Total,18.3,31.4
430,2021,Rio de Janeiro,Rural,Total,24.5,38.9
431,2021,Rio de Janeiro,Total,Federal,13.2,30.7
432,2021,Rio de Janeiro,Urbana,Federal,13.2,29.9
433,2021,Rio de Janeiro,Rural,Federal,--,47.1
434,2021,Rio de Janeiro,Total,Estadual,39.3,37.2
435,2021,Rio de Janeiro,Urbana,Estadual,39.2,37.1
436,2021,Rio de Janeiro,Rural,Estadual,42,40.1
437,2021,Rio de Janeiro,Total,Municipal,21.1,36.4
438,2021,Rio de Janeiro,Urbana,Municipal,20.8,36.4
439,2021,Rio de Janeiro,Rural,Municipal,24.1,--
440,2021,Rio de Janeiro,Total,Privada,7.6,10.1
441,2021,Rio de Janeiro,Urbana,Privada,7.6,10.1
442,2021,Rio de Janeiro,Rural,Privada,7,9.6
443,2021,Rio de Janeiro,Total,Pública,23.1,37
444,2021,Rio de Janeiro,Urbana,Pública,22.9,36.9
445,2021,Rio de Janeiro,Rural,Pública,25.4,40.4
446,2021,São Paulo,Total,Total,5.8,12.4
447,2021,São Paulo,Urbana,Total,5.8,12.5
448,2021,São Paulo,Rural,Total,6.4,10.5
449,2021,São Paulo,Total,Federal,0.5,6.9
450,2021,São Paulo,Urbana,Federal,0.5,6.9
451,2021,São Paulo,Total,Estadual,8.3,14.2
452,2021,São Paulo,Urbana,Estadual,8.3,14.2
453,2021,São Paulo,Rural,Estadual,10.7,10.7
454,2021,São Paulo,Total,Municipal,5.5,10.1
455,2021,São Paulo,Urbana,Municipal,5.5,10
456,2021,São Paulo,Rural,Municipal,4.8,14.9
457,2021,São Paulo,Total,Privada,1.8,3.8
458,2021,São Paulo,Urbana,Privada,1.8,3.7
459,2021,São Paulo,Rural,Privada,4.3,7
460,2021,São Paulo,Total,Pública,6.8,14.1
461,2021,São Paulo,Urbana,Pública,6.8,14.1
462,2021,São Paulo,Rural,Pública,6.6,10.7
463,2021,Paraná,Total,Total,8.2,14.3
464,2021,Paraná,Urbana,Total,8.1,14.2
465,2021,Paraná,Rural,Total,10,17.3
466,2021,Paraná,Total,Federal,12.7,15
467,2021,Paraná,Urbana,Federal,12.7,15.2
468,2021,Paraná,Rural,Federal,--,10.5
469,2021,Paraná,Total,Estadual,14.5,16.3
470,2021,Paraná,Urbana,Estadual,14.4,16.3
471,2021,Paraná,Rural,Estadual,16,17.8
472,2021,Paraná,Total,Municipal,5.2,--
473,2021,Paraná,Urbana,Municipal,5.1,--
474,2021,Paraná,Rural,Municipal,5.8,--
475,2021,Paraná,Total,Privada,1.6,2.9
476,2021,Paraná,Urbana,Privada,1.6,2.9
477,2021,Paraná,Rural,Privada,2.4,6.4
478,2021,Paraná,Total,Pública,9.3,16.3
479,2021,Paraná,Urbana,Pública,9.2,16.2
480,2021,Paraná,Rural,Pública,10,17.6
481,2021,Santa Catarina,Total,Total,11.2,22.7
482,2021,Santa Catarina,Urbana,Total,11.3,22.8
483,2021,Santa Catarina,Rural,Total,9.7,20
484,2021,Santa Catarina,Total,Federal,12.8,21.7
485,2021,Santa Catarina,Urbana,Federal,12.8,21.9
486,2021,Santa Catarina,Rural,Federal,--,19.7
487,2021,Santa Catarina,Total,Estadual,17.5,25.7
488,2021,Santa Catarina,Urbana,Estadual,17.6,25.8
489,2021,Santa Catarina,Rural,Estadual,15.7,21.4
490,2021,Santa Catarina,Total,Municipal,9.4,10.9
491,2021,Santa Catarina,Urbana,Municipal,9.7,5
492,2021,Santa Catarina,Rural,Municipal,7.3,21.9
493,2021,Santa Catarina,Total,Privada,2.9,3.9
494,2021,Santa Catarina,Urbana,Privada,2.9,3.9
495,2021,Santa Catarina,Rural,Privada,3.4,4.4
496,2021,Santa Catarina,Total,Pública,12.5,25.5
497,2021,Santa Catarina,Urbana,Pública,12.7,25.6
498,2021,Santa Catarina,Rural,Pública,9.7,21.2
499,2021,Rio Grande do Sul,Total,Total,15.5,27.7
500,2021,Rio Grande do Sul,Urbana,Total,15.4,27.5
501,2021,Rio Grande do Sul,Rural,Total,16.9,31.8
502,2021,Rio Grande do Sul,Total,Federal,15.6,47
503,2021,Rio Grande do Sul,Urbana,Federal,15.6,51.6
504,2021,Rio Grande do Sul,Rural,Federal,--,31.5
505,2021,Rio Grande do Sul,Total,Estadual,19.2,29.6
506,2021,Rio Grande do Sul,Urbana,Estadual,19,29.5
507,2021,Rio Grande do Sul,Rural,Estadual,20.9,31.9
508,2021,Rio Grande do Sul,Total,Municipal,16.4,46.4
509,2021,Rio Grande do Sul,Urbana,Municipal,16.6,47.2
510,2021,Rio Grande do Sul,Rural,Municipal,15.4,40.8
511,2021,Rio Grande do Sul,Total,Privada,2.7,6.5
512,2021,Rio Grande do Sul,Urbana,Privada,2.7,6.3
513,2021,Rio Grande do Sul,Rural,Privada,4.5,22.5
514,2021,Rio Grande do Sul,Total,Pública,17.5,30.7
515,2021,Rio Grande do Sul,Urbana,Pública,17.5,30.6
516,2021,Rio Grande do Sul,Rural,Pública,16.9,32.1
517,2021,Mato Grosso do Sul,Total,Total,18.6,28.9
518,2021,Mato Grosso do Sul,Urbana,Total,17.3,27.8
519,2021,Mato Grosso do Sul,Rural,Total,29.1,41.2
520,2021,Mato Grosso do Sul,Total,Federal,6.3,14.3
521,2021,Mato Grosso do Sul,Urbana,Federal,6.3,14.4
522,2021,Mato Grosso do Sul,Rural,Federal,--,14.2
523,2021,Mato Grosso do Sul,Total,Estadual,28.1,31.9
524,2021,Mato Grosso do Sul,Urbana,Estadual,28.1,30.8
525,2021,Mato Grosso do Sul,Rural,Estadual,27.3,46.6
526,2021,Mato Grosso do Sul,Total,Municipal,17.7,17.9
527,2021,Mato Grosso do Sul,Urbana,Municipal,15.7,--
528,2021,Mato Grosso do Sul,Rural,Municipal,29.9,17.9
529,2021,Mato Grosso do Sul,Total,Privada,2.2,4.5
530,2021,Mato Grosso do Sul,Urbana,Privada,2.2,3.7
531,2021,Mato Grosso do Sul,Rural,Privada,2.7,22.4
532,2021,Mato Grosso do Sul,Total,Pública,20.7,31.4
533,2021,Mato Grosso do Sul,Urbana,Pública,19.6,30.4
534,2021,Mato Grosso do Sul,Rural,Pública,29.4,42.3
535,2021,Mato Grosso,Total,Total,7.2,21.8
536,2021,Mato Grosso,Urbana,Total,6.6,20.9
537,2021,Mato Grosso,Rural,Total,10.8,30
538,2021,Mato Grosso,Total,Federal,--,18.1
539,2021,Mato Grosso,Urbana,Federal,--,18.1
540,2021,Mato Grosso,Rural,Federal,--,18
541,2021,Mato Grosso,Total,Estadual,9.8,23.7
542,2021,Mato Grosso,Urbana,Estadual,9.4,22.8
543,2021,Mato Grosso,Rural,Estadual,13.1,32
544,2021,Mato Grosso,Total,Municipal,5.8,--
545,2021,Mato Grosso,Urbana,Municipal,5,--
546,2021,Mato Grosso,Rural,Municipal,9.4,--
547,2021,Mato Grosso,Total,Privada,3.2,4.4
548,2021,Mato Grosso,Urbana,Privada,3.2,4.4
549,2021,Mato Grosso,Rural,Privada,4.4,15.8
550,2021,Mato Grosso,Total,Pública,7.7,23.4
551,2021,Mato Grosso,Urbana,Pública,7.1,22.6
552,2021,Mato Grosso,Rural,Pública,10.8,30
553,2021,Goiás,Total,Total,10,19.4
554,2021,Goiás,Urbana,Total,9.8,19.2
555,2021,Goiás,Rural,Total,14,25.2
556,2021,Goiás,Total,Federal,13.4,18.1
557,2021,Goiás,Urbana,Federal,13.4,16.8
558,2021,Goiás,Rural,Federal,--,22
559,2021,Goiás,Total,Estadual,16.5,21.4
560,2021,Goiás,Urbana,Estadual,16.4,21.2
561,2021,Goiás,Rural,Estadual,20,29.5
562,2021,Goiás,Total,Municipal,8.6,25.9
563,2021,Goiás,Urbana,Municipal,8.4,26.3
564,2021,Goiás,Rural,Municipal,13,23.9
565,2021,Goiás,Total,Privada,3.6,5.3
566,2021,Goiás,Urbana,Privada,3.6,5.1
567,2021,Goiás,Rural,Privada,9.1,10.9
568,2021,Goiás,Total,Pública,11.3,21.3
569,2021,Goiás,Urbana,Pública,11.1,21.1
570,2021,Goiás,Rural,Pública,14.2,27
571,2021,Distrito Federal,Total,Total,12.4,23.7
572,2021,Distrito Federal,Urbana,Total,12.1,23.3
573,2021,Distrito Federal,Rural,Total,17.9,36.6
574,2021,Distrito Federal,Total,Federal,5.7,18.1
575,2021,Distrito Federal,Urbana,Federal,5.7,15.7
576,2021,Distrito Federal,Rural,Federal,--,32.4
577,2021,Distrito Federal,Total,Estadual,15.8,29.5
578,2021,Distrito Federal,Urbana,Estadual,15.7,29.3
579,2021,Distrito Federal,Rural,Estadual,17.6,38
580,2021,Distrito Federal,Total,Privada,2.6,5
581,2021,Distrito Federal,Urbana,Privada,2.4,4.7
582,2021,Distrito Federal,Rural,Privada,28.5,33.1
583,2021,Distrito Federal,Total,Pública,15.7,29
584,2021,Distrito Federal,Urbana,Pública,15.6,28.8
585,2021,Distrito Federal,Rural,Pública,17.6,36.9
0,2022,Brasil,Total,Total,12.3,22.2
1,2022,Brasil,Urbana,Total,11.4,21.5
2,2022,Brasil,Rural,Total,18.5,34.4
3,2022,Brasil,Total,Federal,10.4,23.4
4,2022,Brasil,Urbana,Federal,10.4,23.6
5,2022,Brasil,Rural,Federal,7.8,22.6
6,2022,Brasil,Total,Estadual,14.2,24.4
7,2022,Brasil,Urbana,Estadual,13.7,23.8
8,2022,Brasil,Rural,Estadual,23.4,35.6
9,2022,Brasil,Total,Municipal,13.7,21.3
10,2022,Brasil,Urbana,Municipal,12.6,16.2
11,2022,Brasil,Rural,Municipal,18.1,55.1
12,2022,Brasil,Total,Privada,4.8,6.3
13,2022,Brasil,Urbana,Privada,4.8,6.1
14,2022,Brasil,Rural,Privada,8.6,21.8
15,2022,Brasil,Total,Pública,13.8,24.3
16,2022,Brasil,Urbana,Pública,13,23.7
17,2022,Brasil,Rural,Pública,18.7,34.9
18,2022,Norte,Total,Total,19.3,33.7
19,2022,Norte,Urbana,Total,15.9,31.3
20,2022,Norte,Rural,Total,28.1,49.5
21,2022,Norte,Total,Federal,6.6,21
22,2022,Norte,Urbana,Federal,6.6,21
23,2022,Norte,Rural,Federal,--,20.7
24,2022,Norte,Total,Estadual,21.3,36
25,2022,Norte,Urbana,Estadual,19,33.6
26,2022,Norte,Rural,Estadual,35.9,50.8
27,2022,Norte,Total,Municipal,20.3,33.6
28,2022,Norte,Urbana,Municipal,16.5,33.6
29,2022,Norte,Rural,Municipal,27,--
30,2022,Norte,Total,Privada,5.1,7.6
31,2022,Norte,Urbana,Privada,5.1,6.7
32,2022,Norte,Rural,Privada,7.5,29.7
33,2022,Norte,Total,Pública,20.6,35.5
34,2022,Norte,Urbana,Pública,17.3,33.1
35,2022,Norte,Rural,Pública,28.2,49.9
36,2022,Nordeste,Total,Total,16.4,28.2
37,2022,Nordeste,Urbana,Total,16.2,27.7
38,2022,Nordeste,Rural,Total,17.2,34.9
39,2022,Nordeste,Total,Federal,12.7,26.4
40,2022,Nordeste,Urbana,Federal,13,26.5
41,2022,Nordeste,Rural,Federal,7.8,25.9
42,2022,Nordeste,Total,Estadual,26.9,30.5
43,2022,Nordeste,Urbana,Estadual,26.3,30.1
44,2022,Nordeste,Rural,Estadual,33.1,34.6
45,2022,Nordeste,Total,Municipal,17.5,64.6
46,2022,Nordeste,Urbana,Municipal,17.9,64.4
47,2022,Nordeste,Rural,Municipal,16.7,64.7
48,2022,Nordeste,Total,Privada,7.8,8.1
49,2022,Nordeste,Urbana,Privada,7.8,7.5
50,2022,Nordeste,Rural,Privada,11,32.6
51,2022,Nordeste,Total,Pública,18.4,30.4
52,2022,Nordeste,Urbana,Pública,18.8,30
53,2022,Nordeste,Rural,Pública,17.2,34.9
54,2022,Sudeste,Total,Total,8.3,16.4
55,2022,Sudeste,Urbana,Total,8.2,16.3
56,2022,Sudeste,Rural,Total,10.9,19.7
57,2022,Sudeste,Total,Federal,10.9,20.1
58,2022,Sudeste,Urbana,Federal,10.9,20.1
59,2022,Sudeste,Rural,Federal,--,19.9
60,2022,Sudeste,Total,Estadual,9.9,18.2
61,2022,Sudeste,Urbana,Estadual,9.9,18.2
62,2022,Sudeste,Rural,Estadual,12.6,20.5
63,2022,Sudeste,Total,Municipal,9.1,11.7
64,2022,Sudeste,Urbana,Municipal,9,11.6
65,2022,Sudeste,Rural,Municipal,10.8,13.3
66,2022,Sudeste,Total,Privada,3.7,6.3
67,2022,Sudeste,Urbana,Privada,3.7,6.3
68,2022,Sudeste,Rural,Privada,6.1,12.5
69,2022,Sudeste,Total,Pública,9.4,18.2
70,2022,Sudeste,Urbana,Pública,9.4,18.1
71,2022,Sudeste,Rural,Pública,11.1,20.3
72,2022,Sul,Total,Total,10,20
73,2022,Sul,Urbana,Total,10,19.9
74,2022,Sul,Rural,Total,11,20.9
75,2022,Sul,Total,Federal,13.3,26.7
76,2022,Sul,Urbana,Federal,13.3,27.5
77,2022,Sul,Rural,Federal,--,22.1
78,2022,Sul,Total,Estadual,14.6,22
79,2022,Sul,Urbana,Estadual,14.5,22.1
80,2022,Sul,Rural,Estadual,15,21.1
81,2022,Sul,Total,Municipal,9.1,36.5
82,2022,Sul,Urbana,Municipal,9.1,37.4
83,2022,Sul,Rural,Municipal,9.3,31.5
84,2022,Sul,Total,Privada,2,4
85,2022,Sul,Urbana,Privada,2,4
86,2022,Sul,Rural,Privada,2.7,9.3
87,2022,Sul,Total,Pública,11.3,22.3
88,2022,Sul,Urbana,Pública,11.3,22.3
89,2022,Sul,Rural,Pública,11,21.3
90,2022,Centro-Oeste,Total,Total,10.7,19.4
91,2022,Centro-Oeste,Urbana,Total,10.2,18.9
92,2022,Centro-Oeste,Rural,Total,16.2,29.4
93,2022,Centro-Oeste,Total,Federal,7.2,20
94,2022,Centro-Oeste,Urbana,Federal,7.2,19.1
95,2022,Centro-Oeste,Rural,Federal,--,23.1
96,2022,Centro-Oeste,Total,Estadual,14.8,21.7
97,2022,Centro-Oeste,Urbana,Estadual,14.8,21.2
98,2022,Centro-Oeste,Rural,Estadual,15.9,31.4
99,2022,Centro-Oeste,Total,Municipal,10.1,17.5
100,2022,Centro-Oeste,Urbana,Municipal,9.3,16.7
101,2022,Centro-Oeste,Rural,Municipal,16.4,19.3
102,2022,Centro-Oeste,Total,Privada,3,4.8
103,2022,Centro-Oeste,Urbana,Privada,3,4.5
104,2022,Centro-Oeste,Rural,Privada,9.9,19.2
105,2022,Centro-Oeste,Total,Pública,12.2,21.6
106,2022,Centro-Oeste,Urbana,Pública,11.8,21.2
107,2022,Centro-Oeste,Rural,Pública,16.2,29.9
108,2022,Rondônia,Total,Total,11.1,20.5
109,2022,Rondônia,Urbana,Total,9.9,19.9
110,2022,Rondônia,Rural,Total,17.5,29.3
111,2022,Rondônia,Total,Federal,--,15.1
112,2022,Rondônia,Urbana,Federal,--,13
113,2022,Rondônia,Rural,Federal,--,21.1
114,2022,Rondônia,Total,Estadual,16.5,21.9
115,2022,Rondônia,Urbana,Estadual,14.8,21.2
116,2022,Rondônia,Rural,Estadual,42.7,39.8
117,2022,Rondônia,Total,Municipal,7.9,--
118,2022,Rondônia,Urbana,Municipal,6.4,--
119,2022,Rondônia,Rural,Municipal,12.3,--
120,2022,Rondônia,Total,Privada,2,6.5
121,2022,Rondônia,Urbana,Privada,1.9,5.1
122,2022,Rondônia,Rural,Privada,3.3,13.4
123,2022,Rondônia,Total,Pública,12.1,21.4
124,2022,Rondônia,Urbana,Pública,10.9,20.8
125,2022,Rondônia,Rural,Pública,18.2,33.2
126,2022,Acre,Total,Total,21.4,31.3
127,2022,Acre,Urbana,Total,14.6,24.6
128,2022,Acre,Rural,Total,35.4,53.7
129,2022,Acre,Total,Federal,11.9,12.8
130,2022,Acre,Urbana,Federal,11.9,12.8
131,2022,Acre,Total,Estadual,23.2,33.3
132,2022,Acre,Urbana,Estadual,16,26.5
133,2022,Acre,Rural,Estadual,41.2,53.7
134,2022,Acre,Total,Municipal,21.2,--
135,2022,Acre,Urbana,Municipal,14.7,--
136,2022,Acre,Rural,Municipal,29.4,--
137,2022,Acre,Total,Privada,2.5,4.8
138,2022,Acre,Urbana,Privada,2.5,4.8
139,2022,Acre,Total,Pública,22.4,32.5
140,2022,Acre,Urbana,Pública,15.6,25.8
141,2022,Acre,Rural,Pública,35.4,53.7
142,2022,Amazonas,Total,Total,15.8,30.6
143,2022,Amazonas,Urbana,Total,12.5,25
144,2022,Amazonas,Rural,Total,25.9,55.6
145,2022,Amazonas,Total,Federal,7.7,15
146,2022,Amazonas,Urbana,Federal,7.7,15.1
147,2022,Amazonas,Rural,Federal,--,13.8
148,2022,Amazonas,Total,Estadual,13.1,32.2
149,2022,Amazonas,Urbana,Estadual,12,26.5
150,2022,Amazonas,Rural,Estadual,29.4,56.5
151,2022,Amazonas,Total,Municipal,18.4,--
152,2022,Amazonas,Urbana,Municipal,14.2,--
153,2022,Amazonas,Rural,Municipal,25.6,--
154,2022,Amazonas,Total,Privada,5.2,6.5
155,2022,Amazonas,Urbana,Privada,5.1,6.3
156,2022,Amazonas,Rural,Privada,7.5,14.3
157,2022,Amazonas,Total,Pública,16.7,31.7
158,2022,Amazonas,Urbana,Pública,13.3,26.1
159,2022,Amazonas,Rural,Pública,25.9,55.7
160,2022,Roraima,Total,Total,17.6,22.5
161,2022,Roraima,Urbana,Total,15.3,19.3
162,2022,Roraima,Rural,Total,23.7,35
163,2022,Roraima,Total,Federal,4.4,14.8
164,2022,Roraima,Urbana,Federal,4.4,14.4
165,2022,Roraima,Rural,Federal,--,15.8
166,2022,Roraima,Total,Estadual,24.3,23.8
167,2022,Roraima,Urbana,Estadual,21,20.5
168,2022,Roraima,Rural,Estadual,29.4,36.7
169,2022,Roraima,Total,Municipal,13.5,--
170,2022,Roraima,Urbana,Municipal,13.6,--
171,2022,Roraima,Rural,Municipal,13.2,--
172,2022,Roraima,Total,Privada,3.7,6.9
173,2022,Roraima,Urbana,Privada,3.7,6.1
174,2022,Roraima,Rural,Privada,--,59.1
175,2022,Roraima,Total,Pública,18.6,23.3
176,2022,Roraima,Urbana,Pública,16.5,20.2
177,2022,Roraima,Rural,Pública,23.7,34.9
178,2022,Pará,Total,Total,23.2,40.9
179,2022,Pará,Urbana,Total,19.9,39.8
180,2022,Pará,Rural,Total,29.6,49
181,2022,Pará,Total,Federal,5.6,28.3
182,2022,Pará,Urbana,Federal,5.6,27.7
183,2022,Pará,Rural,Federal,--,44.8
184,2022,Pará,Total,Estadual,29.4,44
185,2022,Pará,Urbana,Estadual,28.6,43.3
186,2022,Pará,Rural,Estadual,37.5,49.1
187,2022,Pará,Total,Municipal,24.3,33.6
188,2022,Pará,Urbana,Municipal,20.7,33.6
189,2022,Pará,Rural,Municipal,29.4,--
190,2022,Pará,Total,Privada,6.3,8
191,2022,Pará,Urbana,Privada,6.3,6.8
192,2022,Pará,Rural,Privada,12.6,49.7
193,2022,Pará,Total,Pública,24.9,43.7
194,2022,Pará,Urbana,Pública,22.1,42.9
195,2022,Pará,Rural,Pública,29.6,49
196,2022,Amapá,Total,Total,23.9,35.7
197,2022,Amapá,Urbana,Total,21.3,33.2
198,2022,Amapá,Rural,Total,33.3,50.3
199,2022,Amapá,Total,Federal,--,40.2
200,2022,Amapá,Urbana,Federal,--,40.2
201,2022,Amapá,Total,Estadual,32.3,37.9
202,2022,Amapá,Urbana,Estadual,29.2,35.5
203,2022,Amapá,Rural,Estadual,41.3,50.2
204,2022,Amapá,Total,Municipal,16.7,--
205,2022,Amapá,Urbana,Municipal,16.3,--
206,2022,Amapá,Rural,Municipal,18.4,--
207,2022,Amapá,Total,Privada,4.3,7.9
208,2022,Amapá,Urbana,Privada,3.7,5
209,2022,Amapá,Rural,Privada,57.9,50.6
210,2022,Amapá,Total,Pública,25.8,38.1
211,2022,Amapá,Urbana,Pública,23.5,35.9
212,2022,Amapá,Rural,Pública,33.2,50.2
213,2022,Tocantins,Total,Total,11.2,22.5
214,2022,Tocantins,Urbana,Total,10.3,21.5
215,2022,Tocantins,Rural,Total,16.8,34.6
216,2022,Tocantins,Total,Federal,--,17.3
217,2022,Tocantins,Urbana,Federal,--,15.8
218,2022,Tocantins,Rural,Federal,--,21.2
219,2022,Tocantins,Total,Estadual,19,23.7
220,2022,Tocantins,Urbana,Estadual,18.2,22.5
221,2022,Tocantins,Rural,Estadual,25.2,38.4
222,2022,Tocantins,Total,Municipal,7.8,--
223,2022,Tocantins,Urbana,Municipal,6.8,--
224,2022,Tocantins,Rural,Municipal,13.5,--
225,2022,Tocantins,Total,Privada,3.4,9.8
226,2022,Tocantins,Urbana,Privada,3.5,9.9
227,2022,Tocantins,Rural,Privada,1.3,7.1
228,2022,Tocantins,Total,Pública,12,23.4
229,2022,Tocantins,Urbana,Pública,11.1,22.3
230,2022,Tocantins,Rural,Pública,17.2,35.8
231,2022,Maranhão,Total,Total,16.4,25.4
232,2022,Maranhão,Urbana,Total,15.1,23.2
233,2022,Maranhão,Rural,Total,18.8,38
234,2022,Maranhão,Total,Federal,21.2,22.3
